magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude
6.5,0,7,0,0,650,9,371,0.0,31.8,6,10.0,-5.562,122.129
6.5,3,5,0,0,652,9,286,0.0,47.3,7,39.7,4.756,126.421
6.7,0,4,0,0,691,9,457,0.0,30.2,6,206.3,-14.252,167.259
7.1,7,3,0,0,782,9,640,0.0,26.4,7,525.0,5.293,123.337
6.6,6,4,0,0,676,9,225,0.0,78.5,7,27.8,34.064,141.491
6.6,0,5,0,0,670,9,353,0.0,31.9,7,16.1,8.879,92.375
7.2,5,6,0,0,802,9,385,0.0,27.9,7,39.2,6.91,92.958
9.1,0,8,0,0,1274,7,601,0.0,22.0,5,30.0,3.295,95.982
8.1,0,5,0,0,1009,9,331,0.0,59.3,7,10.0,-49.312,161.345
6.8,5,6,0,0,858,9,639,0.0,21.8,6,10.0,18.958,-81.409
6.8,4,7,0,0,724,9,759,0.0,23.6,6,35.0,42.9,145.228
7.0,4,7,0,0,771,9,929,0.0,23.9,6,39.0,43.006,145.119
7.1,0,7,0,0,776,9,439,0.0,28.8,7,10.0,-3.609,135.404
7.1,5,5,0,0,782,9,585,0.0,14.7,7,10.0,-46.676,164.721
7.2,8,8,0,0,820,9,708,0.0,50.2,6,15.0,4.695,-77.508
7.5,5,7,0,0,870,9,301,0.0,33.8,7,10.0,-8.152,124.868
6.7,0,6,0,0,691,9,233,0.0,21.5,6,10.0,-11.128,162.208
6.7,7,4,0,0,703,9,459,0.0,37.3,6,10.0,49.277,-128.772
6.6,0,8,0,0,670,9,782,0.0,37.0,7,16.0,37.226,138.779
6.7,5,6,0,0,705,9,698,0.0,24.7,6,94.0,24.53,122.694
7.0,0,6,0,0,754,9,441,0.0,32.2,7,35.0,11.422,-86.665
6.5,5,5,0,0,665,9,526,0.0,18.3,6,105.0,13.925,120.534
6.8,0,6,0,0,711,9,545,0.0,15.7,6,36.0,-10.951,162.161
6.6,0,4,0,0,670,9,478,0.0,29.8,7,10.0,33.205,137.227
7.4,0,5,0,0,842,9,594,0.0,27.5,6,10.0,33.184,137.071
7.2,0,5,0,0,798,9,643,0.0,28.4,7,14.0,33.07,136.618
6.5,0,7,0,0,650,9,349,0.0,30.1,6,5.0,-35.173,-70.525
6.5,0,7,0,0,650,9,305,0.0,39.0,7,13.4,-0.443,133.091
6.9,0,5,0,0,732,9,798,0.0,31.2,6,188.6,55.682,160.003
6.6,0,7,0,0,670,9,282,0.0,46.9,6,21.0,-37.695,-73.406
6.7,0,5,0,0,691,9,386,0.0,27.6,6,65.8,-9.362,122.839
6.5,0,4,0,0,650,9,424,0.0,29.9,6,228.4,-13.174,167.198
6.6,0,4,0,0,670,9,728,0.0,18.3,6,187.1,36.512,71.029
6.7,0,7,0,0,691,9,256,0.0,33.3,7,25.7,-3.665,135.339
7.3,0,7,0,0,820,9,390,0.0,23.0,6,10.0,-4.003,135.023
7.0,0,7,0,0,754,9,367,0.0,33.0,7,16.6,-3.615,135.538
6.7,0,6,0,0,691,9,243,0.0,42.5,6,17.4,-3.12,127.4
7.3,0,4,0,0,820,9,235,0.0,46.6,7,10.0,-22.015,169.766
6.6,0,9,0,0,670,9,552,0.0,44.8,7,10.0,28.995,58.311
6.5,0,6,0,0,650,9,405,0.0,48.4,6,33.0,8.416,-82.824
6.5,7,9,0,0,1390,5,65,0.04685,71.0,5,8.382,35.7005,-121.101
6.8,0,7,0,0,711,9,447,0.0,27.7,6,10.0,23.039,121.362
6.6,0,6,0,0,670,9,384,0.0,25.1,6,35.0,-5.581,150.88
6.5,0,6,0,0,650,9,487,0.0,45.9,6,35.0,12.025,125.416
6.6,0,5,0,0,670,9,475,0.0,26.2,6,113.7,-19.262,168.892
7.0,0,5,0,0,754,9,568,0.0,61.2,6,10.0,37.812,142.619
6.7,0,6,0,0,691,9,556,0.0,55.4,7,32.0,42.648,144.57
6.7,0,7,0,0,691,9,643,0.0,24.5,6,10.0,50.211,87.721
6.5,0,5,0,0,650,9,586,0.0,71.3,7,25.0,42.45,144.38
7.3,0,7,0,0,820,9,667,0.0,24.5,6,16.0,50.038,87.813
7.4,0,7,0,0,842,9,514,0.0,78.8,7,33.0,41.774,143.593
8.16,0,9,0,0,1024,7,0,0.0,0.0,8,27.0,41.815,143.91
6.6,0,7,0,0,670,9,518,0.0,24.7,6,10.0,19.917,95.672
7.2,0,7,0,0,798,9,428,0.0,17.5,7,28.0,-45.104,167.144
7.6,0,6,0,0,889,9,315,0.0,25.2,7,10.0,-60.532,-43.411
6.5,0,6,0,0,650,9,156,0.0,31.4,6,33.0,-3.828,152.174
6.8,0,7,0,0,711,9,398,0.0,39.1,7,33.0,-30.608,-71.637
6.9,0,5,0,0,732,9,733,0.0,26.7,6,174.8,55.492,159.999
6.6,0,6,0,0,670,9,419,0.0,27.8,7,33.0,-5.095,152.502
7.0,0,6,0,0,754,9,473,0.0,30.3,7,31.0,2.354,128.855
7.0,0,7,0,0,754,9,690,0.0,19.1,6,68.0,38.849,141.568
6.8,0,9,0,0,711,9,534,0.0,19.4,7,12.0,36.964,3.634
6.5,0,7,0,0,650,9,247,0.0,28.7,7,33.0,-8.294,120.743
6.8,0,7,0,0,711,9,431,0.0,38.4,7,40.2,-4.694,153.238
7.6,0,7,0,0,889,9,551,0.0,0.0,6,24.0,18.77,-104.104
6.5,0,6,0,0,650,9,316,0.0,0.0,7,24.0,13.626,-90.774
7.3,0,6,0,0,820,9,457,0.0,0.0,7,33.0,-10.491,160.77
6.7,0,5,0,0,691,9,323,0.0,0.0,6,71.9,-5.311,153.701
6.7,0,6,0,0,691,9,453,0.0,0.0,6,34.0,-4.786,153.275
7.9,8,9,0,0,1750,0,0,0.0,0.0,5,4.2,63.5141,-147.453
7.4,0,7,0,0,842,9,418,0.0,0.0,6,30.0,2.824,96.085
6.6,0,7,0,0,670,0,0,0.0,0.0,5,4.2,63.5144,-147.912
6.7,0,7,0,0,691,9,250,0.0,0.0,4,10.0,-1.511,133.973
7.6,0,7,0,0,889,9,375,0.0,0.0,7,10.0,-1.757,134.297
6.5,0,6,0,0,650,9,646,0.0,0.0,7,21.0,13.036,93.068
7.6,0,7,0,0,889,9,428,0.0,0.0,7,13.0,-3.302,142.945
6.5,0,4,0,0,650,9,260,0.0,0.0,7,30.0,14.101,146.199
6.5,0,7,0,0,650,9,533,0.0,0.0,7,10.0,7.929,-82.793
6.5,0,8,0,0,650,9,555,0.0,0.0,7,10.0,35.626,49.047
6.6,0,7,0,0,670,9,420,0.0,0.0,6,54.0,-30.805,-71.124
6.7,0,5,0,0,691,9,272,0.0,0.0,7,33.0,-12.592,166.383
7.1,0,7,0,0,776,9,257,0.0,0.0,7,85.7,13.088,144.619
6.7,0,7,0,0,691,9,462,0.0,0.0,6,62.0,-27.535,-70.586
6.8,0,6,0,0,711,9,292,0.0,0.0,7,24.9,16.985,-100.865
7.1,0,6,0,0,776,9,550,0.0,0.0,7,32.8,24.279,122.179
6.5,0,5,0,0,650,9,486,0.0,0.0,7,125.1,-21.663,-68.329
7.5,0,7,0,0,865,9,321,0.0,0.0,7,31.0,6.033,124.249
7.4,0,5,0,0,842,9,138,0.0,0.0,7,225.6,36.502,70.482
6.6,0,6,0,0,670,9,444,0.0,0.0,7,39.0,-5.345,151.248
6.5,0,7,0,0,650,9,482,0.0,0.0,7,5.0,38.573,31.271
6.7,0,8,0,0,691,9,333,0.0,0.0,7,11.0,-3.212,142.427
6.6,0,6,0,0,670,9,386,0.0,0.0,7,10.0,-17.664,168.004
7.2,0,6,0,0,798,9,427,0.0,0.0,7,21.0,-17.6,167.856
6.8,0,7,0,0,711,9,385,0.0,0.0,7,16.0,-9.613,159.53
6.8,0,5,0,0,711,9,499,0.0,0.0,7,14.0,23.954,122.734
6.5,0,5,0,0,650,9,605,0.0,0.0,7,123.8,39.402,141.089
7.8,0,9,0,0,936,9,368,0.0,0.0,7,10.0,35.946,90.541
7.0,0,7,0,0,754,9,254,0.0,0.0,7,33.0,-5.912,150.196
7.5,0,6,0,0,865,9,234,0.0,0.0,7,33.0,-4.102,123.907
7.0,0,6,0,0,754,9,482,0.0,0.0,7,37.0,12.686,144.98
6.5,0,6,0,0,650,9,174,0.0,0.0,7,33.0,-0.578,133.13
6.6,6,6,0,0,754,0,0,0.0,0.0,5,131.8,58.775,-154.701
6.5,0,8,0,0,650,9,483,0.0,0.0,7,10.0,39.059,24.244
7.6,0,7,0,0,889,9,398,0.0,0.0,7,33.0,-17.543,-72.077
6.6,0,7,0,0,670,9,324,0.0,0.0,7,62.0,-16.086,-73.987
6.7,0,6,0,0,691,9,422,0.0,0.0,7,24.0,-17.745,-71.649
8.4,0,8,0,0,1086,7,518,0.0,0.0,8,33.0,-16.265,-73.641
6.7,0,6,0,0,691,9,282,0.0,0.0,7,17.0,-7.41,155.865
6.8,0,7,0,0,711,9,596,0.0,0.0,7,50.0,34.083,132.526
6.5,0,6,0,0,650,9,206,0.0,0.0,7,33.0,-4.029,128.02
6.8,7,7,0,0,1441,10,67,0.0,31.0,2,51.798,47.149,-122.727
7.1,0,7,0,0,776,9,426,0.0,0.0,7,35.0,1.271,126.249
7.4,0,6,0,0,842,9,221,0.0,0.0,7,36.0,-4.68,102.562
6.6,0,8,0,0,670,9,273,0.0,0.0,7,10.0,13.671,-88.938
7.7,0,9,0,0,912,9,472,0.0,0.0,7,16.0,23.419,70.232
6.9,0,6,0,0,732,9,117,0.0,0.0,6,28.0,-4.022,101.776
7.7,0,8,0,0,912,9,427,0.0,0.0,7,60.0,13.049,-88.66
6.9,5,7,0,0,745,0,0,0.0,0.0,5,36.4,56.7744,-153.281
7.1,0,7,0,0,776,9,372,0.0,0.0,6,103.0,-14.928,167.17
6.8,0,5,0,0,711,9,64,0.0,0.0,7,33.0,6.631,126.899
7.5,0,7,0,0,865,9,324,0.0,0.0,7,33.0,6.898,126.579
